Id,ProductId,Score,Summary,Text,rating,category,gender
35,P4,4,Sample review,This is a sample product review,4,Books,Male
36,P4,4,Sample review,This is a sample product review,4,Food,Male
37,P4,3,Sample review,This is a sample product review,3,Cosmetics,Male
38,P1,4,Sample review,This is a sample product review,4,Food,Male
39,P1,3,Sample review,This is a sample product review,3,Food,Male
40,P3,3,Sample review,This is a sample product review,3,Books,Female
41,P3,5,Sample review,This is a sample product review,5,Food,Female
42,P2,1,Sample review,This is a sample product review,1,Books,Male
43,P3,2,Sample review,This is a sample product review,2,Food,Male
44,P1,2,Sample review,This is a sample product review,2,Cosmetics,Female
45,P2,4,Sample review,This is a sample product review,4,Footwear,Female
46,P2,4,Sample review,This is a sample product review,4,Footwear,Female
47,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
48,P4,2,Sample review,This is a sample product review,2,Food,Female
49,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
50,P4,5,Sample review,This is a sample product review,5,Footwear,Male
51,P3,1,Sample review,This is a sample product review,1,Footwear,Female
52,P3,4,Sample review,This is a sample product review,4,Cosmetics,Female
53,P4,3,Sample review,This is a sample product review,3,Books,Male
54,P3,1,Sample review,This is a sample product review,1,Clothing,Female
55,P1,1,Sample review,This is a sample product review,1,Clothing,Male
56,P1,1,Sample review,This is a sample product review,1,Food,Male
57,P3,3,Sample review,This is a sample product review,3,Books,Female
58,P1,5,Sample review,This is a sample product review,5,Food,Female
59,P3,4,Sample review,This is a sample product review,4,Cosmetics,Male
60,P2,1,Sample review,This is a sample product review,1,Food,Male
61,P3,5,Sample review,This is a sample product review,5,Cosmetics,Female
62,P2,2,Sample review,This is a sample product review,2,Footwear,Female
63,P1,2,Sample review,This is a sample product review,2,Books,Male
64,P1,4,Sample review,This is a sample product review,4,Cosmetics,Female
65,P1,4,Sample review,This is a sample product review,4,Food,Female
66,P3,1,Sample review,This is a sample product review,1,Food,Male
67,P2,5,Sample review,This is a sample product review,5,Food,Female
68,P3,2,Sample review,This is a sample product review,2,Cosmetics,Male
69,P1,3,Sample review,This is a sample product review,3,Clothing,Male
70,P3,1,Sample review,This is a sample product review,1,Footwear,Male
71,P2,4,Sample review,This is a sample product review,4,Footwear,Male
72,P4,4,Sample review,This is a sample product review,4,Books,Female
73,P4,2,Sample review,This is a sample product review,2,Clothing,Female
74,P3,1,Sample review,This is a sample product review,1,Books,Female
75,P2,1,Sample review,This is a sample product review,1,Footwear,Male
76,P4,5,Sample review,This is a sample product review,5,Books,Male
77,P3,2,Sample review,This is a sample product review,2,Cosmetics,Female
78,P4,3,Sample review,This is a sample product review,3,Clothing,Male
79,P2,4,Sample review,This is a sample product review,4,Clothing,Female
80,P2,4,Sample review,This is a sample product review,4,Food,Male
81,P4,5,Sample review,This is a sample product review,5,Books,Male
82,P1,3,Sample review,This is a sample product review,3,Footwear,Male
83,P2,1,Sample review,This is a sample product review,1,Books,Male
84,P3,3,Sample review,This is a sample product review,3,Clothing,Female
85,P4,3,Sample review,This is a sample product review,3,Food,Male
86,P1,2,Sample review,This is a sample product review,2,Clothing,Male
87,P2,3,Sample review,This is a sample product review,3,Books,Female
88,P2,4,Sample review,This is a sample product review,4,Books,Female
89,P1,3,Sample review,This is a sample product review,3,Cosmetics,Female
90,P1,1,Sample review,This is a sample product review,1,Clothing,Male
91,P4,5,Sample review,This is a sample product review,5,Clothing,Male
92,P4,1,Sample review,This is a sample product review,1,Books,Male
93,P3,1,Sample review,This is a sample product review,1,Clothing,Male
94,P4,3,Sample review,This is a sample product review,3,Books,Female
95,P2,3,Sample review,This is a sample product review,3,Clothing,Male
96,P4,5,Sample review,This is a sample product review,5,Clothing,Male
97,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
98,P1,4,Sample review,This is a sample product review,4,Food,Male
99,P2,4,Sample review,This is a sample product review,4,Footwear,Female
100,P1,4,Sample review,This is a sample product review,4,Food,Male
101,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
102,P4,5,Sample review,This is a sample product review,5,Clothing,Male
103,P4,2,Sample review,This is a sample product review,2,Clothing,Female
104,P4,5,Sample review,This is a sample product review,5,Footwear,Female
105,P4,4,Sample review,This is a sample product review,4,Footwear,Male
106,P1,3,Sample review,This is a sample product review,3,Clothing,Male
107,P2,4,Sample review,This is a sample product review,4,Footwear,Female
108,P2,2,Sample review,This is a sample product review,2,Clothing,Female
109,P1,2,Sample review,This is a sample product review,2,Clothing,Male
110,P3,3,Sample review,This is a sample product review,3,Footwear,Male
111,P4,2,Sample review,This is a sample product review,2,Footwear,Male
112,P2,4,Sample review,This is a sample product review,4,Footwear,Male
113,P1,4,Sample review,This is a sample product review,4,Clothing,Male
114,P4,2,Sample review,This is a sample product review,2,Food,Female
115,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
116,P1,3,Sample review,This is a sample product review,3,Books,Female
117,P1,4,Sample review,This is a sample product review,4,Cosmetics,Male
118,P4,4,Sample review,This is a sample product review,4,Food,Female
119,P1,2,Sample review,This is a sample product review,2,Food,Male
120,P3,3,Sample review,This is a sample product review,3,Food,Male
121,P2,4,Sample review,This is a sample product review,4,Clothing,Male
122,P1,2,Sample review,This is a sample product review,2,Food,Male
123,P3,3,Sample review,This is a sample product review,3,Clothing,Female
124,P1,4,Sample review,This is a sample product review,4,Footwear,Female
125,P3,4,Sample review,This is a sample product review,4,Cosmetics,Female
126,P3,1,Sample review,This is a sample product review,1,Footwear,Female
127,P4,2,Sample review,This is a sample product review,2,Clothing,Female
128,P4,3,Sample review,This is a sample product review,3,Footwear,Female
129,P3,1,Sample review,This is a sample product review,1,Food,Male
130,P3,4,Sample review,This is a sample product review,4,Food,Male
131,P2,4,Sample review,This is a sample product review,4,Footwear,Male
132,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
133,P4,3,Sample review,This is a sample product review,3,Footwear,Female
134,P2,5,Sample review,This is a sample product review,5,Clothing,Male
135,P4,5,Sample review,This is a sample product review,5,Footwear,Female
136,P3,4,Sample review,This is a sample product review,4,Clothing,Male
137,P4,2,Sample review,This is a sample product review,2,Footwear,Male
138,P1,2,Sample review,This is a sample product review,2,Footwear,Male
139,P3,5,Sample review,This is a sample product review,5,Footwear,Male
140,P3,4,Sample review,This is a sample product review,4,Books,Male
141,P2,3,Sample review,This is a sample product review,3,Clothing,Male
142,P1,2,Sample review,This is a sample product review,2,Food,Male
143,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
144,P2,4,Sample review,This is a sample product review,4,Food,Male
145,P4,4,Sample review,This is a sample product review,4,Books,Female
146,P4,2,Sample review,This is a sample product review,2,Food,Male
147,P3,2,Sample review,This is a sample product review,2,Clothing,Female
148,P3,3,Sample review,This is a sample product review,3,Food,Female
149,P1,3,Sample review,This is a sample product review,3,Cosmetics,Female
150,P3,1,Sample review,This is a sample product review,1,Footwear,Female
151,P3,2,Sample review,This is a sample product review,2,Books,Male
152,P1,1,Sample review,This is a sample product review,1,Clothing,Female
153,P1,2,Sample review,This is a sample product review,2,Food,Female
154,P1,5,Sample review,This is a sample product review,5,Cosmetics,Female
155,P3,3,Sample review,This is a sample product review,3,Food,Female
156,P1,2,Sample review,This is a sample product review,2,Food,Female
157,P4,2,Sample review,This is a sample product review,2,Footwear,Male
158,P2,4,Sample review,This is a sample product review,4,Clothing,Female
159,P3,3,Sample review,This is a sample product review,3,Food,Female
160,P3,3,Sample review,This is a sample product review,3,Cosmetics,Female
161,P4,2,Sample review,This is a sample product review,2,Footwear,Female
162,P3,1,Sample review,This is a sample product review,1,Clothing,Male
163,P2,2,Sample review,This is a sample product review,2,Books,Male
164,P3,2,Sample review,This is a sample product review,2,Footwear,Male
165,P3,2,Sample review,This is a sample product review,2,Food,Female
166,P1,5,Sample review,This is a sample product review,5,Clothing,Male
167,P2,4,Sample review,This is a sample product review,4,Cosmetics,Female
168,P4,5,Sample review,This is a sample product review,5,Books,Female
169,P2,5,Sample review,This is a sample product review,5,Cosmetics,Male
170,P1,5,Sample review,This is a sample product review,5,Clothing,Male
171,P4,2,Sample review,This is a sample product review,2,Food,Female
172,P2,1,Sample review,This is a sample product review,1,Books,Male
173,P1,4,Sample review,This is a sample product review,4,Cosmetics,Female
174,P4,4,Sample review,This is a sample product review,4,Clothing,Male
175,P3,5,Sample review,This is a sample product review,5,Footwear,Female
176,P4,3,Sample review,This is a sample product review,3,Footwear,Male
177,P3,3,Sample review,This is a sample product review,3,Cosmetics,Male
178,P4,1,Sample review,This is a sample product review,1,Footwear,Female
179,P1,5,Sample review,This is a sample product review,5,Food,Female
180,P4,4,Sample review,This is a sample product review,4,Books,Female
181,P2,5,Sample review,This is a sample product review,5,Clothing,Female
182,P3,1,Sample review,This is a sample product review,1,Food,Male
183,P1,3,Sample review,This is a sample product review,3,Clothing,Female
184,P3,2,Sample review,This is a sample product review,2,Clothing,Female
185,P3,3,Sample review,This is a sample product review,3,Clothing,Male
186,P2,5,Sample review,This is a sample product review,5,Books,Female
187,P4,2,Sample review,This is a sample product review,2,Books,Female
188,P2,5,Sample review,This is a sample product review,5,Food,Male
189,P1,1,Sample review,This is a sample product review,1,Clothing,Female
190,P2,3,Sample review,This is a sample product review,3,Cosmetics,Male
191,P2,1,Sample review,This is a sample product review,1,Food,Female
192,P1,1,Sample review,This is a sample product review,1,Food,Female
193,P3,5,Sample review,This is a sample product review,5,Cosmetics,Female
194,P3,4,Sample review,This is a sample product review,4,Books,Female
195,P1,5,Sample review,This is a sample product review,5,Clothing,Male
196,P1,1,Sample review,This is a sample product review,1,Books,Female
197,P2,3,Sample review,This is a sample product review,3,Cosmetics,Male
198,P2,1,Sample review,This is a sample product review,1,Food,Male
199,P2,4,Sample review,This is a sample product review,4,Clothing,Male
200,P4,1,Sample review,This is a sample product review,1,Books,Female
201,P3,2,Sample review,This is a sample product review,2,Food,Male
202,P4,1,Sample review,This is a sample product review,1,Clothing,Male
203,P2,3,Sample review,This is a sample product review,3,Books,Male
204,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
205,P3,3,Sample review,This is a sample product review,3,Cosmetics,Male
206,P4,3,Sample review,This is a sample product review,3,Footwear,Male
207,P2,1,Sample review,This is a sample product review,1,Books,Female
208,P2,3,Sample review,This is a sample product review,3,Food,Female
209,P4,5,Sample review,This is a sample product review,5,Cosmetics,Male
210,P1,3,Sample review,This is a sample product review,3,Clothing,Male
211,P2,4,Sample review,This is a sample product review,4,Food,Male
212,P2,1,Sample review,This is a sample product review,1,Clothing,Female
213,P2,5,Sample review,This is a sample product review,5,Cosmetics,Male
214,P1,3,Sample review,This is a sample product review,3,Food,Male
215,P1,1,Sample review,This is a sample product review,1,Clothing,Male
216,P2,1,Sample review,This is a sample product review,1,Cosmetics,Male
217,P1,4,Sample review,This is a sample product review,4,Books,Female
218,P4,3,Sample review,This is a sample product review,3,Food,Male
219,P2,5,Sample review,This is a sample product review,5,Footwear,Female
220,P1,5,Sample review,This is a sample product review,5,Footwear,Female
221,P1,4,Sample review,This is a sample product review,4,Books,Female
222,P2,2,Sample review,This is a sample product review,2,Footwear,Male
223,P3,4,Sample review,This is a sample product review,4,Clothing,Female
224,P1,4,Sample review,This is a sample product review,4,Books,Male
225,P1,2,Sample review,This is a sample product review,2,Footwear,Female
226,P1,4,Sample review,This is a sample product review,4,Food,Male
227,P2,2,Sample review,This is a sample product review,2,Cosmetics,Male
228,P4,2,Sample review,This is a sample product review,2,Food,Male
229,P1,1,Sample review,This is a sample product review,1,Cosmetics,Male
230,P3,4,Sample review,This is a sample product review,4,Clothing,Female
231,P1,2,Sample review,This is a sample product review,2,Food,Male
232,P2,2,Sample review,This is a sample product review,2,Clothing,Male
233,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
234,P1,3,Sample review,This is a sample product review,3,Clothing,Female
235,P4,2,Sample review,This is a sample product review,2,Food,Male
236,P1,4,Sample review,This is a sample product review,4,Clothing,Male
237,P3,1,Sample review,This is a sample product review,1,Footwear,Male
238,P4,1,Sample review,This is a sample product review,1,Cosmetics,Female
239,P4,1,Sample review,This is a sample product review,1,Clothing,Female
240,P3,2,Sample review,This is a sample product review,2,Food,Female
241,P3,4,Sample review,This is a sample product review,4,Footwear,Male
242,P3,1,Sample review,This is a sample product review,1,Books,Male
243,P1,2,Sample review,This is a sample product review,2,Clothing,Female
244,P1,5,Sample review,This is a sample product review,5,Food,Male
245,P2,5,Sample review,This is a sample product review,5,Clothing,Female
246,P3,5,Sample review,This is a sample product review,5,Footwear,Female
247,P3,4,Sample review,This is a sample product review,4,Clothing,Female
248,P2,5,Sample review,This is a sample product review,5,Food,Male
249,P2,3,Sample review,This is a sample product review,3,Books,Male
250,P2,4,Sample review,This is a sample product review,4,Clothing,Male
251,P3,3,Sample review,This is a sample product review,3,Footwear,Female
252,P2,4,Sample review,This is a sample product review,4,Footwear,Male
253,P4,1,Sample review,This is a sample product review,1,Cosmetics,Female
254,P1,1,Sample review,This is a sample product review,1,Clothing,Female
255,P4,5,Sample review,This is a sample product review,5,Footwear,Female
256,P4,3,Sample review,This is a sample product review,3,Clothing,Male
257,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
258,P2,3,Sample review,This is a sample product review,3,Clothing,Male
259,P2,1,Sample review,This is a sample product review,1,Clothing,Female
260,P3,2,Sample review,This is a sample product review,2,Footwear,Female
261,P1,5,Sample review,This is a sample product review,5,Clothing,Male
262,P1,5,Sample review,This is a sample product review,5,Clothing,Male
263,P4,4,Sample review,This is a sample product review,4,Food,Female
264,P3,4,Sample review,This is a sample product review,4,Books,Female
265,P3,3,Sample review,This is a sample product review,3,Clothing,Male
266,P2,4,Sample review,This is a sample product review,4,Food,Male
267,P1,3,Sample review,This is a sample product review,3,Clothing,Male
268,P2,2,Sample review,This is a sample product review,2,Food,Male
269,P4,2,Sample review,This is a sample product review,2,Food,Male
270,P3,4,Sample review,This is a sample product review,4,Cosmetics,Female
271,P1,1,Sample review,This is a sample product review,1,Clothing,Female
272,P4,4,Sample review,This is a sample product review,4,Food,Male
273,P4,3,Sample review,This is a sample product review,3,Cosmetics,Male
274,P1,2,Sample review,This is a sample product review,2,Food,Male
275,P3,5,Sample review,This is a sample product review,5,Clothing,Male
276,P3,2,Sample review,This is a sample product review,2,Cosmetics,Male
277,P1,4,Sample review,This is a sample product review,4,Books,Female
278,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
279,P3,1,Sample review,This is a sample product review,1,Clothing,Female
280,P1,2,Sample review,This is a sample product review,2,Books,Female
281,P2,2,Sample review,This is a sample product review,2,Clothing,Female
282,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
283,P1,4,Sample review,This is a sample product review,4,Food,Male
284,P3,4,Sample review,This is a sample product review,4,Clothing,Male
285,P2,3,Sample review,This is a sample product review,3,Footwear,Male
286,P1,4,Sample review,This is a sample product review,4,Clothing,Male
287,P1,5,Sample review,This is a sample product review,5,Books,Male
288,P4,2,Sample review,This is a sample product review,2,Cosmetics,Female
289,P2,5,Sample review,This is a sample product review,5,Footwear,Male
290,P4,3,Sample review,This is a sample product review,3,Clothing,Female
291,P2,5,Sample review,This is a sample product review,5,Footwear,Female
292,P4,1,Sample review,This is a sample product review,1,Books,Female
293,P1,2,Sample review,This is a sample product review,2,Food,Female
294,P4,5,Sample review,This is a sample product review,5,Clothing,Male
295,P2,5,Sample review,This is a sample product review,5,Footwear,Male
296,P1,3,Sample review,This is a sample product review,3,Food,Male
297,P3,1,Sample review,This is a sample product review,1,Clothing,Male
298,P4,4,Sample review,This is a sample product review,4,Books,Male
299,P3,2,Sample review,This is a sample product review,2,Clothing,Female
300,P1,4,Sample review,This is a sample product review,4,Food,Female
301,P1,2,Sample review,This is a sample product review,2,Cosmetics,Male
302,P4,3,Sample review,This is a sample product review,3,Books,Female
303,P1,1,Sample review,This is a sample product review,1,Cosmetics,Male
304,P4,1,Sample review,This is a sample product review,1,Footwear,Female
305,P4,3,Sample review,This is a sample product review,3,Books,Male
306,P3,1,Sample review,This is a sample product review,1,Footwear,Female
307,P4,4,Sample review,This is a sample product review,4,Books,Male
308,P3,5,Sample review,This is a sample product review,5,Footwear,Male
309,P2,4,Sample review,This is a sample product review,4,Food,Male
310,P2,2,Sample review,This is a sample product review,2,Footwear,Male
311,P2,3,Sample review,This is a sample product review,3,Food,Female
312,P4,3,Sample review,This is a sample product review,3,Cosmetics,Male
313,P3,4,Sample review,This is a sample product review,4,Books,Male
314,P3,1,Sample review,This is a sample product review,1,Cosmetics,Female
315,P4,2,Sample review,This is a sample product review,2,Books,Female
316,P3,2,Sample review,This is a sample product review,2,Clothing,Female
317,P2,1,Sample review,This is a sample product review,1,Cosmetics,Male
318,P3,4,Sample review,This is a sample product review,4,Books,Male
319,P2,3,Sample review,This is a sample product review,3,Books,Female
320,P4,2,Sample review,This is a sample product review,2,Clothing,Male
321,P1,4,Sample review,This is a sample product review,4,Cosmetics,Male
322,P2,5,Sample review,This is a sample product review,5,Food,Female
323,P4,2,Sample review,This is a sample product review,2,Clothing,Female
324,P4,1,Sample review,This is a sample product review,1,Books,Female
325,P3,4,Sample review,This is a sample product review,4,Footwear,Female
326,P2,2,Sample review,This is a sample product review,2,Food,Female
327,P3,3,Sample review,This is a sample product review,3,Food,Female
328,P1,2,Sample review,This is a sample product review,2,Books,Female
329,P1,5,Sample review,This is a sample product review,5,Clothing,Male
330,P1,5,Sample review,This is a sample product review,5,Footwear,Male
331,P1,2,Sample review,This is a sample product review,2,Food,Male
332,P1,1,Sample review,This is a sample product review,1,Books,Female
333,P4,2,Sample review,This is a sample product review,2,Clothing,Male
334,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
335,P3,1,Sample review,This is a sample product review,1,Food,Male
336,P2,2,Sample review,This is a sample product review,2,Cosmetics,Female
337,P3,1,Sample review,This is a sample product review,1,Books,Female
338,P2,1,Sample review,This is a sample product review,1,Books,Male
339,P3,2,Sample review,This is a sample product review,2,Books,Male
340,P1,4,Sample review,This is a sample product review,4,Books,Female
341,P4,5,Sample review,This is a sample product review,5,Clothing,Female
342,P2,5,Sample review,This is a sample product review,5,Cosmetics,Female
343,P2,4,Sample review,This is a sample product review,4,Cosmetics,Male
344,P3,2,Sample review,This is a sample product review,2,Footwear,Female
345,P2,1,Sample review,This is a sample product review,1,Cosmetics,Male
346,P3,3,Sample review,This is a sample product review,3,Cosmetics,Female
347,P4,1,Sample review,This is a sample product review,1,Food,Female
348,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
349,P4,2,Sample review,This is a sample product review,2,Cosmetics,Female
350,P4,3,Sample review,This is a sample product review,3,Books,Female
351,P4,3,Sample review,This is a sample product review,3,Books,Female
352,P1,5,Sample review,This is a sample product review,5,Books,Female
353,P1,2,Sample review,This is a sample product review,2,Footwear,Female
354,P4,5,Sample review,This is a sample product review,5,Clothing,Male
355,P4,1,Sample review,This is a sample product review,1,Clothing,Male
356,P3,3,Sample review,This is a sample product review,3,Food,Male
357,P4,1,Sample review,This is a sample product review,1,Food,Male
358,P2,3,Sample review,This is a sample product review,3,Footwear,Female
359,P4,4,Sample review,This is a sample product review,4,Books,Female
360,P3,1,Sample review,This is a sample product review,1,Food,Male
361,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
362,P1,5,Sample review,This is a sample product review,5,Books,Male
363,P4,1,Sample review,This is a sample product review,1,Books,Female
364,P3,1,Sample review,This is a sample product review,1,Clothing,Male
365,P3,1,Sample review,This is a sample product review,1,Food,Female
366,P4,3,Sample review,This is a sample product review,3,Books,Female
367,P2,4,Sample review,This is a sample product review,4,Food,Male
368,P3,2,Sample review,This is a sample product review,2,Food,Female
369,P2,2,Sample review,This is a sample product review,2,Food,Male
370,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
371,P4,2,Sample review,This is a sample product review,2,Food,Male
372,P4,5,Sample review,This is a sample product review,5,Clothing,Female
373,P1,5,Sample review,This is a sample product review,5,Clothing,Female
374,P1,2,Sample review,This is a sample product review,2,Footwear,Female
375,P1,5,Sample review,This is a sample product review,5,Books,Male
376,P3,3,Sample review,This is a sample product review,3,Footwear,Male
377,P1,4,Sample review,This is a sample product review,4,Food,Female
378,P3,4,Sample review,This is a sample product review,4,Footwear,Male
379,P1,1,Sample review,This is a sample product review,1,Cosmetics,Male
380,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
381,P1,1,Sample review,This is a sample product review,1,Cosmetics,Female
382,P2,1,Sample review,This is a sample product review,1,Footwear,Female
383,P3,1,Sample review,This is a sample product review,1,Cosmetics,Male
384,P4,4,Sample review,This is a sample product review,4,Clothing,Male
385,P3,5,Sample review,This is a sample product review,5,Clothing,Male
386,P1,5,Sample review,This is a sample product review,5,Footwear,Female
387,P4,4,Sample review,This is a sample product review,4,Food,Female
388,P4,1,Sample review,This is a sample product review,1,Cosmetics,Female
389,P1,1,Sample review,This is a sample product review,1,Food,Male
390,P1,2,Sample review,This is a sample product review,2,Clothing,Male
391,P3,4,Sample review,This is a sample product review,4,Books,Male
392,P1,5,Sample review,This is a sample product review,5,Books,Female
393,P4,5,Sample review,This is a sample product review,5,Clothing,Female
394,P2,5,Sample review,This is a sample product review,5,Food,Male
395,P1,3,Sample review,This is a sample product review,3,Footwear,Male
396,P4,5,Sample review,This is a sample product review,5,Clothing,Male
397,P3,3,Sample review,This is a sample product review,3,Footwear,Female
398,P4,1,Sample review,This is a sample product review,1,Clothing,Female
399,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
400,P1,2,Sample review,This is a sample product review,2,Books,Male
401,P3,1,Sample review,This is a sample product review,1,Books,Male
402,P4,2,Sample review,This is a sample product review,2,Clothing,Female
403,P4,2,Sample review,This is a sample product review,2,Books,Female
404,P2,4,Sample review,This is a sample product review,4,Footwear,Male
405,P2,5,Sample review,This is a sample product review,5,Footwear,Male
406,P1,3,Sample review,This is a sample product review,3,Clothing,Male
407,P1,3,Sample review,This is a sample product review,3,Books,Female
408,P4,3,Sample review,This is a sample product review,3,Cosmetics,Female
409,P1,5,Sample review,This is a sample product review,5,Clothing,Female
410,P4,4,Sample review,This is a sample product review,4,Clothing,Female
411,P1,4,Sample review,This is a sample product review,4,Footwear,Female
412,P3,1,Sample review,This is a sample product review,1,Food,Female
413,P3,2,Sample review,This is a sample product review,2,Food,Female
414,P2,5,Sample review,This is a sample product review,5,Footwear,Male
415,P2,1,Sample review,This is a sample product review,1,Footwear,Female
416,P2,2,Sample review,This is a sample product review,2,Food,Female
417,P3,3,Sample review,This is a sample product review,3,Books,Female
418,P3,1,Sample review,This is a sample product review,1,Cosmetics,Female
419,P1,4,Sample review,This is a sample product review,4,Food,Male
420,P2,4,Sample review,This is a sample product review,4,Food,Female
421,P3,5,Sample review,This is a sample product review,5,Footwear,Male
422,P2,2,Sample review,This is a sample product review,2,Food,Female
423,P2,4,Sample review,This is a sample product review,4,Clothing,Male
424,P2,4,Sample review,This is a sample product review,4,Footwear,Male
425,P1,1,Sample review,This is a sample product review,1,Footwear,Male
426,P3,4,Sample review,This is a sample product review,4,Books,Female
427,P1,2,Sample review,This is a sample product review,2,Books,Male
428,P4,3,Sample review,This is a sample product review,3,Clothing,Female
429,P1,3,Sample review,This is a sample product review,3,Books,Female
430,P1,2,Sample review,This is a sample product review,2,Food,Female
431,P3,3,Sample review,This is a sample product review,3,Clothing,Female
432,P3,1,Sample review,This is a sample product review,1,Food,Female
433,P3,4,Sample review,This is a sample product review,4,Cosmetics,Female
434,P2,3,Sample review,This is a sample product review,3,Food,Female
435,P2,3,Sample review,This is a sample product review,3,Food,Male
436,P2,5,Sample review,This is a sample product review,5,Footwear,Male
437,P4,1,Sample review,This is a sample product review,1,Footwear,Male
438,P3,4,Sample review,This is a sample product review,4,Footwear,Male
439,P2,4,Sample review,This is a sample product review,4,Footwear,Female
440,P3,5,Sample review,This is a sample product review,5,Books,Female
441,P4,1,Sample review,This is a sample product review,1,Books,Female
442,P4,3,Sample review,This is a sample product review,3,Food,Male
443,P3,2,Sample review,This is a sample product review,2,Books,Female
444,P4,5,Sample review,This is a sample product review,5,Books,Female
445,P3,5,Sample review,This is a sample product review,5,Footwear,Male
446,P2,4,Sample review,This is a sample product review,4,Footwear,Male
447,P3,2,Sample review,This is a sample product review,2,Books,Male
448,P1,1,Sample review,This is a sample product review,1,Footwear,Female
449,P4,4,Sample review,This is a sample product review,4,Cosmetics,Male
450,P2,4,Sample review,This is a sample product review,4,Cosmetics,Male
451,P4,4,Sample review,This is a sample product review,4,Food,Female
452,P1,2,Sample review,This is a sample product review,2,Clothing,Male
453,P1,3,Sample review,This is a sample product review,3,Food,Female
454,P2,5,Sample review,This is a sample product review,5,Clothing,Female
455,P3,4,Sample review,This is a sample product review,4,Books,Female
456,P4,5,Sample review,This is a sample product review,5,Clothing,Female
457,P4,5,Sample review,This is a sample product review,5,Clothing,Male
458,P4,4,Sample review,This is a sample product review,4,Cosmetics,Female
459,P1,5,Sample review,This is a sample product review,5,Clothing,Female
460,P4,3,Sample review,This is a sample product review,3,Footwear,Female
461,P4,4,Sample review,This is a sample product review,4,Books,Female
462,P4,1,Sample review,This is a sample product review,1,Cosmetics,Male
463,P4,2,Sample review,This is a sample product review,2,Books,Male
464,P3,4,Sample review,This is a sample product review,4,Food,Male
465,P2,3,Sample review,This is a sample product review,3,Cosmetics,Female
466,P1,3,Sample review,This is a sample product review,3,Books,Female
467,P1,4,Sample review,This is a sample product review,4,Food,Male
468,P1,3,Sample review,This is a sample product review,3,Clothing,Female
469,P4,3,Sample review,This is a sample product review,3,Clothing,Male
470,P3,3,Sample review,This is a sample product review,3,Footwear,Female
471,P3,1,Sample review,This is a sample product review,1,Footwear,Female
472,P4,3,Sample review,This is a sample product review,3,Books,Female
